,Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G9,FALSE,Sample 21,Ssid,UNKNOWN,SYBR,None,20.921,20.974,0.074,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.693,Y,N,N,N,76.478,,,
G10,FALSE,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,30.04,30.046,0.01,,,,,,,,FALSE,0.02,TRUE,3,28,Amp,,0.874,N,N,N,N,0,,,
G10,FALSE,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,27.418,26.802,0.87,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.822,N,N,Y,N,81.377,,,
G11,FALSE,Sample 21,Ssid,UNKNOWN,SYBR,None,21.026,20.974,0.074,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.733,Y,N,N,N,76.627,,,
G12,FALSE,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,30.053,30.046,0.01,,,,,,,,FALSE,0.02,TRUE,3,28,Amp,,0.884,N,N,N,N,0,,,
G12,FALSE,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,26.187,26.802,0.87,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.556,Y,N,Y,N,75.439,,,
H1,FALSE,+,Ssid,UNKNOWN,SYBR,None,27.044,26.151,1.263,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.864,N,N,Y,N,76.033,,,
H2,FALSE,+,C,UNKNOWN,VIC,NFQ-MGB,33.828,33.527,0.426,,,,,,,,FALSE,0.02,TRUE,3,32,Amp,,0.791,Y,N,N,N,0,,,
H2,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,26.598,26.595,0.004,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.713,Y,N,N,N,76.181,,,
H3,FALSE,+,Ssid,UNKNOWN,SYBR,None,25.258,26.151,1.263,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.818,N,N,Y,N,76.33,,,
H4,FALSE,+,C,UNKNOWN,VIC,NFQ-MGB,33.226,33.527,0.426,,,,,,,,FALSE,0.02,TRUE,3,31,Amp,,0.811,N,N,N,N,0,,,
H4,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,26.592,26.595,0.004,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.754,Y,N,N,N,72.619,,,
H5,FALSE,Sample 14,Ssid,UNKNOWN,SYBR,None,22.426,22.221,0.29,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.744,Y,N,N,N,76.33,,,
H6,FALSE,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,25.901,25.781,0.169,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.901,N,N,N,N,0,,,
H6,FALSE,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,33.117,34.351,1.746,,,,,,,,FALSE,0.02,TRUE,3,31,Amp,,0.828,N,N,Y,N,75.439,,,
H7,FALSE,Sample 14,Ssid,UNKNOWN,SYBR,None,22.017,22.221,0.29,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.664,Y,N,N,N,76.478,,,
H8,FALSE,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,25.661,25.781,0.169,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.904,N,N,N,N,0,,,
H8,FALSE,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,35.585,34.351,1.746,,,,,,,,FALSE,0.02,TRUE,3,34,Inconclusive,,0.649,Y,N,Y,N,75.291,,,
H9,FALSE,Sample 22,Ssid,UNKNOWN,SYBR,None,22.422,22.276,0.207,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.778,Y,N,N,N,76.33,,,
H10,FALSE,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,32.125,33.422,1.835,,,,,,,,FALSE,0.02,TRUE,3,30,Amp,,0.873,N,N,Y,N,0,,,
H10,FALSE,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,26.554,27.411,1.212,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.665,Y,N,Y,N,72.47,,,
H11,FALSE,Sample 22,Ssid,UNKNOWN,SYBR,None,22.13,22.276,0.207,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.679,Y,N,N,N,76.478,,,
H12,FALSE,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,34.719,33.422,1.835,,,,,,,,FALSE,0.02,TRUE,3,33,Amp,,0.816,N,N,Y,N,0,,,
H12,FALSE,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,28.269,27.411,1.212,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.793,Y,N,Y,N,73.955,,,
